sentence,label,idx,target
question: Would this be safe for an Aquarium? product: Design Toscano The Zombie of Montclaire Moors Garden Statue Halloween Decoration 31 Inch Polyresin Full Color,0,7723,not funny
"question: Does this kit require adhesive? product: Bandai Hobby Star Wars 1/12 Plastic Model First Order Stormtrooper ""Star Wars""",0,18236,not funny
question: I noticed that this lunch bag is listed as for men will I as a women have to turn in my girl card if I carry this? product: Lionkin8 Insulated Lunch Bag Tote Black Food Handbag lunch box with Shoulder Strap For Men Work Outdoor,1,9771,funny
question: Can you play Atari 2600 games on this? product: Hyperkin RetroN 1 HD Gaming Console for NES (Gray),0,8234,not funny
question: Is the liquid inside the glass dangerous? product: 3d Red Wine Glass Transparent Hard Case Cover Shell for Iphone 6 (4.7 Inch) + Screen Protection Film Guard,1,15680,funny
"question: What is the point of this? product: Amscan 2-Color Asymmetric Glasses 5.6"" x 6.5"" Neon Green/Hot Pink",1,1827,funny
question: Will this hat protect me from the inevitable Russian invasion during the Trump/Putin presidency? product: Hat Russian Soviet Army KGB * Fur Military Cossack Ushanka * Size XL Black,1,16698,funny
question: How many are in the box? I used to have a subscription to these also. but Amazon discontinued. Please bring them back! product: Soldier Fuel Energy Bars Real Chocolate 2.29 Ounce (Pack of 15),0,13751,not funny
question: Reading this makes me feel i'm going to be returning it. When I put info into the search field I specifically put LEVEL A HAZMAT and this popped up. product: turelar Adapter Splitter Charging Cable Accessorie,0,14982,not funny
question: can this be used for love spells product: Orris Root Raw Herb,1,13471,funny
question: Does this hammock have any kind of chemical smell to it? product: Dr.Memory Dog Travel Hammock Seat Cover Durable Super Soft Heavy Gauge Waterproof Fabric Pet Car Seat Covers Dog Hammock-Protect Your Car Truck or SUV From Dirt Hair or Dander (Double Seat Brown),0,7605,not funny
question: Will these hats make america great again use all maga hats as land fill to fill the gop cesspool and swamp in washington dc !!! product: Besti Make America Great Again Donald Trump Slogan with USA Flag Cap Adjustable Baseball Hat Red,1,10069,funny
question: Are kids allowed to actually swing (gently of course!) in this hammock or is it just meant to be used as a seat? product: Sorbus Hanging Rope Hammock Chair Swing Seat with Adjustable Multi-Use Stand for Any Indoor or Outdoor Spaces,0,9261,not funny
question: Would it be OK to put them in the same aquarium with a hermit crab? product: Madagascar Hissing Cockroaches Sexed Pair (Gromphadorhina Portentosa),0,18709,not funny
question: what is this item made of? Vinyl or latex? product: Giant Balloon,0,5881,not funny
question: I am looking for the control base unit only or just the motor or motor replacement part. Where can I find what I am looking for? product: Intex 77in PureSpa Portable Bubble Massage Spa Set,0,10215,not funny
question: Does this version have a full-tang - like the MAA version? or is the tang completely covered by the wood scales? product: Cold Steel 88GMS Grosse Messer Sword,0,17024,not funny
question: Is this tool approved by the international swagging institute? i’m under a swagging deadline and need the real thing. product: Yellow Jacket 60460 Multi-Swage Punch 3/16 to 5/8 in,1,15096,funny
"question: Does the ring have powers?"" product: Lord of the Rings The One Ring - Stainless Steel Gold Finish (6)",1,16063,funny
question: Can Sauron find me when I wear this? product: King Will Mens 8mm Tungsten Carbide Ring Black Lord of the Rings Laser Pattern High Polished(9.5),1,13200,funny
question: Can you confirm the product was made in Turkey? product: Haribo Gummi Candy Berries 5-Pound Bag,0,17881,not funny
question: Would this be a good source for feeding turtle hatchlings? Will it produce enough bugs to keep up? I have 2 box turtle hatchlings 1 month old. product: Pocket Pets Roly Poly Farm,1,12464,funny
question: Just got my jar of this honey and it leaked! as expensive as it is i want to have a jar with no issues. how can we resolve this?? product: Goshen Honey Amish Extremely Raw Buckwheat Honey 100% Natural Organic Honey Health Benefits Unfiltered OU Kosher Certified | 1 Lb,0,312,not funny
question: How does this fair against ninja attacks? product: Handmade Sword - Battle Ready Samurai Katana Sword Crane Tsuba Fully Hand Forged 1045 Carbon Steel Heat Tempered Full Tang Sharp White Scabbard,1,1763,funny
question: How do you actually get the exploding kittens past TSA? product: Exploding Kittens Card Game,1,441,funny
question: Does Prime Pantry have fresh fruit? product: Fresh Organic Bananas Approximately 3 Lbs 1 Bunch of 6-9 Bananas,0,12731,not funny
question: Will this save you from haribo hiroshima? product: Charmin Ultra Gentle Toilet Paper 36 Mega Rolls,1,11785,funny
question: how is the guy struggling with 35lb weights? product: AYL Bluetooth Headphones V4.1 Wireless Sport Stereo in-Ear Noise Cancelling Sweatproof Headset with APT-X/Mic for Smartphones,1,18481,funny
"question: How much will a 20""x30"" black and white pillowcase with my image-printed on one side cost? product: Generic Supernatural Jensen Ackles and Jared Padalecki Shirtless Pillowcase 20"" * 30"" ID-11",0,425,not funny
question: Will this fit the 2014 Subaru Outback? product: JessicaAlba Fuse Box Coin Container Inner Storage Tray for Subaru XV/Crosstrek Forester Outback Legacy Impreza WRX STI,0,17799,not funny
question: Will this fit someone who weighs about 280lbs? product: Rubie's Inflatable Costumes Ostrich Costume Brown Standard,1,5875,funny
question: can camera be attached for astro photography??? product: Orion SpaceProbe 130 EQ Reflector Telescope,0,17071,not funny
question: Is this for night and day? product: Alice Nouveau - Super C Anti-Aging Cream - Brightens firms Regenerates,0,8598,not funny
question: does this TV come with a life time warranty? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,0,8863,not funny
question: Will this snake become a dragon? product: DE-Realistic Rubber Black Mamba Snake Toy Garden Props 52 Inch Long,1,15209,funny
question: There's a comic pic of a person dying.  Were any animated characters harmed in the testing of this product? product: Square D by Schneider Electric SDSB1175C SurgeBreaker Plus Whole House Secondary Surge Protective Device,1,16779,funny
question: How many gummi bears must I eat for the desired effect? product: Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,1,1413,funny
question: Hi can someone advise me if the Pioneer BDP-88FD can be supplied with 220V-230V / 50 Hz or 60 Hz power supply. I noticed the BDP-88FD-K is with 220 V/ product: Sound Bar Wired and Wireless Surround SoundBar Bluetooth Audio Speakers for TV 29.5-Inches 2.0 Channel Home Theatre Sound System with 50 Watts Speakers AUX/Optical/USB/BT Input Modes,0,17441,not funny
question: Do the girls come with the bean bag chair? product: Chill Sack Chill Bag - Bean Bags Bean Bag Chair: Giant Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover 8' Black,1,6896,funny
question: Does the girlfriend wife pillow start nagging after a while? product: The Original Girlfriend Pillow - Cute and Fun Wife Companion or Cuddle Buddy - Body Pillow with Benefits - Funny Unique Gag Gift Idea - Body Pillow Pink,1,3485,funny
question: Did your package come on time product: Jelly Belly Bean Boozled 3rd Edition New Flavors Stinky Socks Beans 1.6 Ounce,0,5823,not funny
question: Is the dummy alive? product: Slappy Ventriloquist Doll,1,19002,funny
question: are these marble size the ones that go on the dragon model product: OLIA DESIGN OliaDesign Acrylic Dragon Ball Crystal Ball (7 Pieces),0,15557,not funny
question: Can this be used to clean house siding product: OUTBACKTUFF Cannon Metal Hose Nozzle Sprayer,0,5861,not funny
question: Does it actullay make real money to buy stuff product: Rock Ridge Magic Money Maker Magic Trick (Pack of 1),0,9351,not funny
question: Can you use plastic grocery bags with this? product: Petmate 71034 Arm & Hammer Swivel Bin & Rake Pooper Scooper Scented Bags Included One Size Black/Penny,0,9555,not funny
question: Brilliant sense of humor? product: Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,0,10230,not funny
question: Who's here from mrbeast6000 product: Smiling Asian Teenage Boy Wall Decal Wallmonkeys Peel and Stick Graphic (12 in W x 9 in H) WM258625,0,4323,not funny
question: Without any claim and I already ordered but I wonder if you got the idea following  a Youtube chat? product: American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,1,17601,funny
question: Will this make a child? product: StarTech.com DP2HDS DisplayPort Male to HDMI Female Active Adapter and Audio Converter 1920x1200,1,6485,funny
question: Will the Collector's edition be posted before they sell out? product: WWE 2K17 - PlayStation 4,0,2752,not funny
question: Will this keep funny looking girls from breaking into my yard?  Only hot girls are welcome product: Post Mount Gate Latch (Black Finish) | The Perfect Latch To Secure Your Pool and Yard | Perfect to Replace Your Pool Gate Latch Fence Gate Latch Vinyl Gate Latch and Wood Fence Gate Latch!,1,1110,funny
question: Can anyone else lift it or only Thor? product: Rubie's Avengers Assemble Thor Hammer Roleplay Toy,1,18768,funny
question: Once you put on the Infinity Gauntlet can you feel the power instantly? product: Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,1,5152,funny
question: can this be used to defeat the nazi in ww2? product: Star Wars Ep 4 Darth Vader Electronic Lightsaber Costume Accessory,1,1291,funny
question: Can the wand change channels on a DVR? product: The Harry Potter Remote Control Wand,0,2215,not funny
question: Can anyone tell me the funniest experience they have had with this product? Thanks! product: Liquid Ass,0,5611,not funny
question: Made in China or U.S.A? product: Magnesium Flint Fire Starter - 3 Pack - Survival Firesteel Blocks with Striker Camping Emergency Equipment by The Friendly Swede,0,9623,not funny
question: Signal on display is week I changed batteries but it is still week. Is signal stronger at your scale display? product: Ozeri ZK14-S Pronto Digital Multifunction Kitchen and Food Scale Elegant Black,0,1189,not funny
question: will batman come if you shine the bat sign? product: Crazy Case Batmobile Tumbler Iphone 5&#xFF0F;iphone 5s,1,18555,funny
question: is$35 thecorrect price? product: D-Con Rat & Mouse Bait Pellets - D-Con Bait Pellets (1 Tray),0,2766,not funny
question: Does this can opener help regrow hair like the badge in the figure claims? product: Can Opener Manual Smooth Edge Stainless Steel Can Opener Heavy Duty Can Openers Ergonomic Non-slip Handle 3-in-1 Easy Use,1,15,funny
question: What is the difference between the gold/black color and the gold/black striped leather color? product: Ivanka Trump Women's Carra Dress Pump,0,7493,not funny
question: How much Gs fit in it ? Lol product: Men's Speed Stick Diversion Can Safe Stash by Deals-N-Sight,1,63,funny
question: How many in the case? product: Jack Links 88263 1.5 Oz Spicy Beef Stick,0,11012,not funny
question: Does it display 8K resoultion? product: AudioQuest Diamond 1m (3.2 feet) Braided HDMI Cable,0,15786,not funny
question: What would be shipping price for Italy? product: 14-in-1 Educational Solar Robot | Build-Your-Own Robot Kit | Powered by the Sun,0,18478,not funny
question: I want to know how durable is this? Can I use this to sea water fish? do you guys recommend any durable sea water float tube? product: Classic Accessories Cumberland Inflatable Fishing Float Tube,0,7704,not funny
question: does it shoot pellets? product: crosman wildcat co2 pistol bb(Airsoft Gun),0,8135,not funny
question: if jimmy cracked corn and nobody cares why doesn't he just eat gummy bears? product: Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,1,12265,funny
question: can I wipe my ass with this product? product: COWIN KY5000 Soundbar TV Sound Bar Wired and Wireless Bluetooth Sound bar for Flat Screen TV Home Theater Surround Sound (43-Inch 6 Speakers 4.1 BT Included Optical Cable and Remote Control),1,13083,funny
